"","colony_id","Light_Value","micromol.L.s","grouping.id","Species","Run","Chamber.Vol.L","Temp.Cat"
"42","BK-13","0",-0.00195656521739146,"BK-13-0","Blank",7,372,32
"43","BK-13","1048",-0.00211541204116362,"BK-13-1048","Blank",7,372,32
"44","BK-13","1192",-0.0014834402492667,"BK-13-1192","Blank",7,372,32
"45","BK-13","121",-0.0023335385878489,"BK-13-121","Blank",7,372,32
"46","BK-13","1378",-0.00135274725274731,"BK-13-1378","Blank",7,372,32
"47","BK-13","315",-0.0015186790505678,"BK-13-315","Blank",7,372,32
"48","BK-13","34",-0.00217904411764714,"BK-13-34","Blank",7,372,32
"49","BK-13","492",-0.00189376623376624,"BK-13-492","Blank",7,372,32
"50","BK-13","638",-0.00160379310344824,"BK-13-638","Blank",7,372,32
"51","BK-13","948",-0.00163986651835359,"BK-13-948","Blank",7,372,32
"52","BK-14","0",-0.0023246975806451,"BK-14-0","Blank",7,372,32
"53","BK-14","1048",-0.00198974738675971,"BK-14-1048","Blank",7,372,32
"54","BK-14","1192",-0.00123117647058815,"BK-14-1192","Blank",7,372,32
"55","BK-14","121",-0.00181425467914445,"BK-14-121","Blank",7,372,32
"56","BK-14","1378",-0.00119572649572649,"BK-14-1378","Blank",7,372,32
"57","BK-14","315",-0.00156116883116886,"BK-14-315","Blank",7,372,32
"58","BK-14","34",-0.00276629870129899,"BK-14-34","Blank",7,372,32
"59","BK-14","492",-0.00175711822660092,"BK-14-492","Blank",7,372,32
"60","BK-14","638",-0.00144487179487178,"BK-14-638","Blank",7,372,32
"61","BK-14","948",-0.00109997176736297,"BK-14-948","Blank",7,372,32
"62","BK-15","0",-0.00126932330827071,"BK-15-0","Blank",8,370,32
"63","BK-15","1048",-0.00192169076751934,"BK-15-1048","Blank",8,370,32
"64","BK-15","1192",-0.00152754385964904,"BK-15-1192","Blank",8,370,32
"65","BK-15","121",-0.00218866666666674,"BK-15-121","Blank",8,370,32
"66","BK-15","1378",-0.00243551948051935,"BK-15-1378","Blank",8,370,32
"67","BK-15","315",-0.00191057744937038,"BK-15-315","Blank",8,370,32
"68","BK-15","34",-0.00224489164086699,"BK-15-34","Blank",8,370,32
"69","BK-15","492",-0.00161293054771292,"BK-15-492","Blank",8,370,32
"70","BK-15","638",-0.00177999011857716,"BK-15-638","Blank",8,370,32
"71","BK-15","948",-0.00206898395721931,"BK-15-948","Blank",8,370,32
"72","BK-16","0",-0.00195539130434798,"BK-16-0","Blank",8,368,32
"73","BK-16","1048",-0.00210852625635227,"BK-16-1048","Blank",8,368,32
"74","BK-16","1192",-0.00120765104460756,"BK-16-1192","Blank",8,368,32
"75","BK-16","121",-0.00206465428276611,"BK-16-121","Blank",8,368,32
"76","BK-16","1378",-0.00194451581027672,"BK-16-1378","Blank",8,368,32
"77","BK-16","315",-0.00208473684210504,"BK-16-315","Blank",8,368,32
"78","BK-16","34",-0.00272910784867285,"BK-16-34","Blank",8,368,32
"79","BK-16","492",-0.0016177067669172,"BK-16-492","Blank",8,368,32
"80","BK-16","638",-0.00239322416713693,"BK-16-638","Blank",8,368,32
"81","BK-16","948",-0.00240278632478644,"BK-16-948","Blank",8,368,32
"82","BK-17","0",0.000271230769230776,"BK-17-0","Blank",9,370,22
"83","BK-17","1048",-0.000277374860956605,"BK-17-1048","Blank",9,370,22
"84","BK-17","1192",-0.000176564102564176,"BK-17-1192","Blank",9,370,22
"85","BK-17","121",0.000224299384825692,"BK-17-121","Blank",9,370,22
"86","BK-17","1378",0.000166064370412321,"BK-17-1378","Blank",9,370,22
"87","BK-17","315",0.00015290796160379,"BK-17-315","Blank",9,370,22
"88","BK-17","34",-0.00111561264822128,"BK-17-34","Blank",9,370,22
"89","BK-17","492",6.35087719300822e-05,"BK-17-492","Blank",9,370,22
"90","BK-17","638",-0.00025669213139787,"BK-17-638","Blank",9,370,22
"91","BK-17","948",-0.000370405138340071,"BK-17-948","Blank",9,370,22
"92","BK-18","0",0.00291512987012994,"BK-18-0","Blank",9,372,22
"93","BK-18","1048",-8.49743589744144e-05,"BK-18-1048","Blank",9,372,22
"94","BK-18","1192",-9.62736373747807e-05,"BK-18-1192","Blank",9,372,22
"95","BK-18","121",0.000789659700185974,"BK-18-121","Blank",9,372,22
"96","BK-18","1378",-9.94642857140817e-05,"BK-18-1378","Blank",9,372,22
"97","BK-18","315",0.00119545112781963,"BK-18-315","Blank",9,372,22
"98","BK-18","34",0.00169974025974024,"BK-18-34","Blank",9,372,22
"99","BK-18","492",0.000703230769230648,"BK-18-492","Blank",9,372,22
"100","BK-18","638",0.000692750190985518,"BK-18-638","Blank",9,372,22
"101","BK-18","948",0.000683230134158794,"BK-18-948","Blank",9,372,22
"102","BK-19","0",0.000273930481283372,"BK-19-0","Blank",10,368,22
"103","BK-19","1048",-0.000195111111111193,"BK-19-1048","Blank",10,368,22
"104","BK-19","1192",-9.37819799777262e-05,"BK-19-1192","Blank",10,368,22
"105","BK-19","121",0.000269307422559887,"BK-19-121","Blank",10,368,22
"106","BK-19","1378",-0.000405192307692504,"BK-19-1378","Blank",10,368,22
"107","BK-19","315",7.62605042017147e-05,"BK-19-315","Blank",10,368,22
"108","BK-19","34",0.000358239130434801,"BK-19-34","Blank",10,368,22
"109","BK-19","492",6.19327731091767e-05,"BK-19-492","Blank",10,368,22
"110","BK-19","638",0.000144827586207053,"BK-19-638","Blank",10,368,22
"111","BK-19","948",0.000537770897832901,"BK-19-948","Blank",10,368,22
"112","BK-2","0",-0.000469993959528856,"BK-2-0","Blank",1,353,18
"113","BK-2","1048",-0.000908897058823437,"BK-2-1048","Blank",1,353,18
"114","BK-2","1192",-0.000674014778325131,"BK-2-1192","Blank",1,353,18
"115","BK-2","121",-0.00048700000000003,"BK-2-121","Blank",1,353,18
"116","BK-2","1378",-0.000618016194331951,"BK-2-1378","Blank",1,353,18
"117","BK-2","1409",-0.0014475,"BK-2-1409","Blank",1,353,18
"118","BK-2","315",-0.000714874110563417,"BK-2-315","Blank",1,353,18
"119","BK-2","34",-0.000555450733752666,"BK-2-34","Blank",1,353,18
"120","BK-2","492",-0.00074487179487188,"BK-2-492","Blank",1,353,18
"121","BK-2","638",-0.000606847290640251,"BK-2-638","Blank",1,353,18
"122","BK-2","948",-0.000623185637891346,"BK-2-948","Blank",1,353,18
"123","BK-20","0",-0.000331015037593771,"BK-20-0","Blank",10,370,22
"124","BK-20","1048",-0.00030419565217416,"BK-20-1048","Blank",10,370,22
"125","BK-20","1192",-0.00113223790322583,"BK-20-1192","Blank",10,370,22
"126","BK-20","121",-0.000277776977726601,"BK-20-121","Blank",10,370,22
"127","BK-20","1378",-0.000426581027668127,"BK-20-1378","Blank",10,370,22
"128","BK-20","315",-0.000709532814237888,"BK-20-315","Blank",10,370,22
"129","BK-20","34",-6.68547008546124e-05,"BK-20-34","Blank",10,370,22
"130","BK-20","492",-0.000303711484593781,"BK-20-492","Blank",10,370,22
"131","BK-20","638",-0.000144464809384062,"BK-20-638","Blank",10,370,22
"132","BK-20","948",0.000231794871794946,"BK-20-948","Blank",10,370,22
"133","BK-21","0",0.000434561403508785,"BK-21-0","Blank",11,374,12
"134","BK-21","1048",2.48997326204807e-05,"BK-21-1048","Blank",11,374,12
"135","BK-21","1192",0.0010331111111109,"BK-21-1192","Blank",11,374,12
"136","BK-21","121",0.00103578947368433,"BK-21-121","Blank",11,374,12
"137","BK-21","1378",3.26315789475945e-05,"BK-21-1378","Blank",11,374,12
"138","BK-21","315",-0.000765219279201076,"BK-21-315","Blank",11,374,12
"139","BK-21","34",0.00162678571428614,"BK-21-34","Blank",11,374,12
"140","BK-21","492",-0.000129359605911136,"BK-21-492","Blank",11,374,12
"141","BK-21","638",-0.00226827350427354,"BK-21-638","Blank",11,374,12
"142","BK-21","948",-0.00100841100076374,"BK-21-948","Blank",11,374,12
"143","BK-22","0",-0.0010985087719296,"BK-22-0","Blank",11,372,12
"144","BK-22","1048",-0.000180129870130061,"BK-22-1048","Blank",11,372,12
"145","BK-22","1192",-0.000753571428571338,"BK-22-1192","Blank",11,372,12
"146","BK-22","121",-0.000663608870967951,"BK-22-121","Blank",11,372,12
"147","BK-22","1378",-0.00072790640394087,"BK-22-1378","Blank",11,372,12
"148","BK-22","315",-0.00077763177998463,"BK-22-315","Blank",11,372,12
"149","BK-22","34",-0.00106106187929713,"BK-22-34","Blank",11,372,12
"150","BK-22","492",-0.000550075187969759,"BK-22-492","Blank",11,372,12
"151","BK-22","638",-0.000442246941045634,"BK-22-638","Blank",11,372,12
"152","BK-22","948",-0.00128824786324796,"BK-22-948","Blank",11,372,12
"153","BK-23","0",0.000817368742368685,"BK-23-0","Blank",12,372,12
"154","BK-23","1048",0.000715583075335151,"BK-23-1048","Blank",12,372,12
"155","BK-23","1192",0.000606973461321302,"BK-23-1192","Blank",12,372,12
"156","BK-23","121",0.000405789473684145,"BK-23-121","Blank",12,372,12
"157","BK-23","1378",4.19960474308313e-05,"BK-23-1378","Blank",12,372,12
"158","BK-23","315",0.000850877192982387,"BK-23-315","Blank",12,372,12
"159","BK-23","34",0.000692661290322613,"BK-23-34","Blank",12,372,12
"160","BK-23","492",0.000704150197628492,"BK-23-492","Blank",12,372,12
"161","BK-23","638",0.000556508785332373,"BK-23-638","Blank",12,372,12
"162","BK-23","948",0.000280788177339948,"BK-23-948","Blank",12,372,12
"163","BK-24","0",0.00122489130434774,"BK-24-0","Blank",12,376,12
"164","BK-24","1048",0.000604376058724059,"BK-24-1048","Blank",12,376,12
"165","BK-24","1192",0.00039827075098826,"BK-24-1192","Blank",12,376,12
"166","BK-24","121",0.00031694581280785,"BK-24-121","Blank",12,376,12
"167","BK-24","1378",0.000229136081310058,"BK-24-1378","Blank",12,376,12
"168","BK-24","315",0.0010656048387097,"BK-24-315","Blank",12,376,12
"169","BK-24","34",0.000551028225806377,"BK-24-34","Blank",12,376,12
"170","BK-24","492",0.000201834677419366,"BK-24-492","Blank",12,376,12
"171","BK-24","638",0.00073013833992089,"BK-24-638","Blank",12,376,12
"172","BK-24","948",0.000106096256684501,"BK-24-948","Blank",12,376,12
"173","BK-25","0",-0.00356793478260875,"BK-25-0","Blank",13,367,35
"174","BK-25","1048",0.000197500000000019,"BK-25-1048","Blank",13,367,35
"175","BK-25","1192",0.000460263157894763,"BK-25-1192","Blank",13,367,35
"176","BK-25","121",-0.00267875939849629,"BK-25-121","Blank",13,367,35
"177","BK-25","1378",-0.00156284615384636,"BK-25-1378","Blank",13,367,35
"178","BK-25","315",-0.00355000000000042,"BK-25-315","Blank",13,367,35
"179","BK-25","34",-0.00181725490196081,"BK-25-34","Blank",13,367,35
"180","BK-25","492",0.000306862745098053,"BK-25-492","Blank",13,367,35
"181","BK-25","638",-0.00238572956455303,"BK-25-638","Blank",13,367,35
"182","BK-25","948",0.00122915019762852,"BK-25-948","Blank",13,367,35
"183","BK-26","0",-0.00511345588235294,"BK-26-0","Blank",13,364,35
"184","BK-26","1048",-0.000859704433497532,"BK-26-1048","Blank",13,364,35
"185","BK-26","1192",-0.000589327731092403,"BK-26-1192","Blank",13,364,35
"186","BK-26","121",-0.00123791643139459,"BK-26-121","Blank",13,364,35
"187","BK-26","1378",-0.00107248120300759,"BK-26-1378","Blank",13,364,35
"188","BK-26","315",3.26628352491753e-05,"BK-26-315","Blank",13,364,35
"189","BK-26","34",-0.00140436090225574,"BK-26-34","Blank",13,364,35
"190","BK-26","492",0.000173897058823509,"BK-26-492","Blank",13,364,35
"191","BK-26","638",-0.00150157258064522,"BK-26-638","Blank",13,364,35
"192","BK-26","948",-9.8567193675767e-05,"BK-26-948","Blank",13,364,35
"193","BK-27","0",-0.00182264957264973,"BK-27-0","Blank",14,373,35
"194","BK-27","1048",-0.00093868218475062,"BK-27-1048","Blank",14,373,35
"195","BK-27","1192",-0.00105235887096776,"BK-27-1192","Blank",14,373,35
"196","BK-27","121",-0.000485745320855726,"BK-27-121","Blank",14,373,35
"197","BK-27","1378",-0.00253267391304365,"BK-27-1378","Blank",14,373,35
"198","BK-27","315",-0.00116815889992349,"BK-27-315","Blank",14,373,35
"199","BK-27","34",-0.00223545454545439,"BK-27-34","Blank",14,373,35
"200","BK-27","492",-0.000819285714285713,"BK-27-492","Blank",14,373,35
"201","BK-27","638",-0.00039517952635595,"BK-27-638","Blank",14,373,35
"202","BK-27","948",-0.00108650375939847,"BK-27-948","Blank",14,373,35
"203","BK-28","0",-0.00186816305469581,"BK-28-0","Blank",14,363,35
"204","BK-28","1048",-0.00153840048840048,"BK-28-1048","Blank",14,363,35
"205","BK-28","1192",-0.00117893845285136,"BK-28-1192","Blank",14,363,35
"206","BK-28","121",-0.000409924853372567,"BK-28-121","Blank",14,363,35
"207","BK-28","1378",-0.00172426470588222,"BK-28-1378","Blank",14,363,35
"208","BK-28","315",-0.00199035087719306,"BK-28-315","Blank",14,363,35
"209","BK-28","34",-0.000679931623931517,"BK-28-34","Blank",14,363,35
"210","BK-28","492",-0.000833829059829065,"BK-28-492","Blank",14,363,35
"211","BK-28","638",-0.00116415384615388,"BK-28-638","Blank",14,363,35
"212","BK-28","948",-0.00187233990147782,"BK-28-948","Blank",14,363,35
"213","BK-29","0",-0.000802000000000192,"BK-29-0","Blank",15,372,25
"214","BK-29","1048",-0.000113831168831229,"BK-29-1048","Blank",15,372,25
"215","BK-29","1192",-0.000965527950310295,"BK-29-1192","Blank",15,372,25
"216","BK-29","121",0.000254728506787384,"BK-29-121","Blank",15,372,25
"217","BK-29","1378",-0.00170642735042755,"BK-29-1378","Blank",15,372,25
"218","BK-29","315",-0.00142524420024412,"BK-29-315","Blank",15,372,25
"219","BK-29","34",0.000463739130434647,"BK-29-34","Blank",15,372,25
"220","BK-29","492",-0.000225049261083666,"BK-29-492","Blank",15,372,25
"221","BK-29","638",0.000139858870967693,"BK-29-638","Blank",15,372,25
"222","BK-29","948",0.000784466403162082,"BK-29-948","Blank",15,372,25
"223","BK-3","0",0.000981770044021134,"BK-3-0","Blank",2,376,28
"224","BK-3","1048",-3.9285714285583e-05,"BK-3-1048","Blank",2,376,28
"225","BK-3","1192",-0.000142613636363677,"BK-3-1192","Blank",2,376,28
"226","BK-3","121",0.000551846153846102,"BK-3-121","Blank",2,376,28
"227","BK-3","1378",-0.000247807692307742,"BK-3-1378","Blank",2,376,28
"228","BK-3","315",0.000509594941349093,"BK-3-315","Blank",2,376,28
"229","BK-3","34",0.00090088987764188,"BK-3-34","Blank",2,376,28
"230","BK-3","492",0.000178510378510357,"BK-3-492","Blank",2,376,28
"231","BK-3","638",0.000315020161290427,"BK-3-638","Blank",2,376,28
"232","BK-3","948",0.000369779411764743,"BK-3-948","Blank",2,376,28
"233","BK-30","0",-0.00126625615763534,"BK-30-0","Blank",15,374,25
"234","BK-30","1048",-0.000265433854907557,"BK-30-1048","Blank",15,374,25
"235","BK-30","1192",-0.000518044354838663,"BK-30-1192","Blank",15,374,25
"236","BK-30","121",0.000836656108597315,"BK-30-121","Blank",15,374,25
"237","BK-30","1378",-0.000750632478632561,"BK-30-1378","Blank",15,374,25
"238","BK-30","315",-0.000334657258064489,"BK-30-315","Blank",15,374,25
"239","BK-30","34",0.000752540322580523,"BK-30-34","Blank",15,374,25
"240","BK-30","492",0.000562967914438389,"BK-30-492","Blank",15,374,25
"241","BK-30","638",0.00021064039408854,"BK-30-638","Blank",15,374,25
"242","BK-30","948",-3.35227272725727e-05,"BK-30-948","Blank",15,374,25
"243","BK-31","0",0.000726773399014731,"BK-31-0","Blank",16,374,25
"244","BK-31","1048",-0.00017890720390729,"BK-31-1048","Blank",16,374,25
"245","BK-31","1192",-0.000259410456062281,"BK-31-1192","Blank",16,374,25
"246","BK-31","121",0.000292446524064085,"BK-31-121","Blank",16,374,25
"247","BK-31","1378",-5.9236453202092e-05,"BK-31-1378","Blank",16,374,25
"248","BK-31","315",0.000453308284457486,"BK-31-315","Blank",16,374,25
"249","BK-31","34",-0.000312443609022616,"BK-31-34","Blank",16,374,25
"250","BK-31","492",-0.000587931623931795,"BK-31-492","Blank",16,374,25
"251","BK-31","638",-6.5324675324614e-05,"BK-31-638","Blank",16,374,25
"252","BK-31","948",0.000272934782608795,"BK-31-948","Blank",16,374,25
"253","BK-32","0",0.000460711902113509,"BK-32-0","Blank",16,373,25
"254","BK-32","1048",0.000114031620553472,"BK-32-1048","Blank",16,373,25
"255","BK-32","1192",-0.000180800953079129,"BK-32-1192","Blank",16,373,25
"256","BK-32","121",0.000378109010011251,"BK-32-121","Blank",16,373,25
"257","BK-32","1378",-0.000224653846153922,"BK-32-1378","Blank",16,373,25
"258","BK-32","315",0.00040000000000009,"BK-32-315","Blank",16,373,25
"259","BK-32","34",-0.000649357707509991,"BK-32-34","Blank",16,373,25
"260","BK-32","492",0.000285827216262103,"BK-32-492","Blank",16,373,25
"261","BK-32","638",-0.000584705882352991,"BK-32-638","Blank",16,373,25
"262","BK-32","948",1.83925953079737e-05,"BK-32-948","Blank",16,373,25
"263","BK-4","0",2.46063030576626e-05,"BK-4-0","Blank",2,375,28
"264","BK-4","1048",-0.000179458128078767,"BK-4-1048","Blank",2,375,28
"265","BK-4","1192",-0.000397956378298977,"BK-4-1192","Blank",2,375,28
"266","BK-4","121",0.000379919354838702,"BK-4-121","Blank",2,375,28
"267","BK-4","1378",-0.000515789473684098,"BK-4-1378","Blank",2,375,28
"268","BK-4","315",0.000507842046718759,"BK-4-315","Blank",2,375,28
"269","BK-4","34",0.000130817417876329,"BK-4-34","Blank",2,375,28
"270","BK-4","492",7.40927419354088e-05,"BK-4-492","Blank",2,375,28
"271","BK-4","638",0.000218541324575872,"BK-4-638","Blank",2,375,28
"272","BK-4","948",-0.000107543859649153,"BK-4-948","Blank",2,375,28
"273","BK-5","0",-0.00644211965812002,"BK-5-0","Blank",3,368,28
"274","BK-5","1048",-0.000469897039896971,"BK-5-1048","Blank",3,368,28
"275","BK-5","1192",-0.000256062753036352,"BK-5-1192","Blank",3,368,28
"276","BK-5","121",-0.00262963043478279,"BK-5-121","Blank",3,368,28
"277","BK-5","1378",0.00129424242424203,"BK-5-1378","Blank",3,368,28
"278","BK-5","315",-0.00258411330049264,"BK-5-315","Blank",3,368,28
"279","BK-5","34",-0.00253382647385982,"BK-5-34","Blank",3,368,28
"280","BK-5","492",-0.000204686617730022,"BK-5-492","Blank",3,368,28
"281","BK-5","638",-0.00133661067193688,"BK-5-638","Blank",3,368,28
"282","BK-5","948",-0.00103786764705888,"BK-5-948","Blank",3,368,28
"283","BK-6","0",-0.0130431282051282,"BK-6-0","Blank",3,372,28
"284","BK-6","1048",-0.000339699413489637,"BK-6-1048","Blank",3,372,28
"285","BK-6","1192",-0.000475821018062303,"BK-6-1192","Blank",3,372,28
"286","BK-6","121",-0.000900060483871004,"BK-6-121","Blank",3,372,28
"287","BK-6","1378",-0.000870482295482506,"BK-6-1378","Blank",3,372,28
"288","BK-6","315",-0.000872167487684751,"BK-6-315","Blank",3,372,28
"289","BK-6","34",-0.00446552631578923,"BK-6-34","Blank",3,372,28
"290","BK-6","492",-0.000991065217391338,"BK-6-492","Blank",3,372,28
"291","BK-6","638",-0.000538421052631396,"BK-6-638","Blank",3,372,28
"292","BK-6","948",-0.000616576923076951,"BK-6-948","Blank",3,372,28
"293","BK-7","0",0.00014364661654127,"BK-7-0","Blank",4,373,18
"294","BK-7","1048",0.000292330827067667,"BK-7-1048","Blank",4,373,18
"295","BK-7","1192",-0.00032508210180611,"BK-7-1192","Blank",4,373,18
"296","BK-7","121",-7.58355614973231e-05,"BK-7-121","Blank",4,373,18
"297","BK-7","1378",-0.000515955882352916,"BK-7-1378","Blank",4,373,18
"298","BK-7","315",6.37554985337569e-05,"BK-7-315","Blank",4,373,18
"299","BK-7","34",-2.66739130436718e-05,"BK-7-34","Blank",4,373,18
"300","BK-7","492",7.79411764708849e-05,"BK-7-492","Blank",4,373,18
"301","BK-7","638",0.000141529830323108,"BK-7-638","Blank",4,373,18
"302","BK-7","948",-0.000544630434782594,"BK-7-948","Blank",4,373,18
"303","BK-8","0",-0.00014474969474968,"BK-8-0","Blank",4,378,18
"304","BK-8","1048",-0.000271414887794154,"BK-8-1048","Blank",4,378,18
"305","BK-8","1192",-0.000817456521739285,"BK-8-1192","Blank",4,378,18
"306","BK-8","121",4.33467741948166e-06,"BK-8-121","Blank",4,378,18
"307","BK-8","1378",-0.000526052631578825,"BK-8-1378","Blank",4,378,18
"308","BK-8","315",-0.000411884615384804,"BK-8-315","Blank",4,378,18
"309","BK-8","34",-0.000456310160427768,"BK-8-34","Blank",4,378,18
"310","BK-8","492",-0.000392426470588105,"BK-8-492","Blank",4,378,18
"311","BK-8","638",-6.78011204481739e-05,"BK-8-638","Blank",4,378,18
"312","BK-8","948",-0.00041403162055336,"BK-8-948","Blank",4,378,18
"313","BK-9","0",-0.0041031034482759,"BK-9-0","Blank",5,366,40
"314","BK-9","1048",-0.0013156346749228,"BK-9-1048","Blank",5,366,40
"315","BK-9","1192",-0.0011367132867137,"BK-9-1192","Blank",5,366,40
"316","BK-9","121",2.1929824561851e-06,"BK-9-121","Blank",5,366,40
"317","BK-9","1378",-0.000420710784313564,"BK-9-1378","Blank",5,366,40
"318","BK-9","315",0.000499673913043363,"BK-9-315","Blank",5,366,40
"319","BK-9","34",-0.00193884615384623,"BK-9-34","Blank",5,366,40
"320","BK-9","492",-9.62232620321014e-05,"BK-9-492","Blank",5,366,40
"321","BK-9","638",-0.00083339920948607,"BK-9-638","Blank",5,366,40
"322","BK-9","948",-0.00143472906403941,"BK-9-948","Blank",5,366,40
"323","MCAP-A1","0",-0.00188946922642568,"MCAP-A1-0","Montipora capitata",4,364,18
"324","MCAP-A1","1048",0.00323943349753702,"MCAP-A1-1048","Montipora capitata",4,364,18
"325","MCAP-A1","1192",0.00284705228031152,"MCAP-A1-1192","Montipora capitata",4,364,18
"326","MCAP-A1","121",0.00130903508771948,"MCAP-A1-121","Montipora capitata",4,364,18
"327","MCAP-A1","1378",0.00236520146520159,"MCAP-A1-1378","Montipora capitata",4,364,18
"328","MCAP-A1","315",0.00285322526737964,"MCAP-A1-315","Montipora capitata",4,364,18
"329","MCAP-A1","34",-0.000512280701754493,"MCAP-A1-34","Montipora capitata",4,364,18
"330","MCAP-A1","492",0.00336804065499717,"MCAP-A1-492","Montipora capitata",4,364,18
"331","MCAP-A1","638",0.00397540937323542,"MCAP-A1-638","Montipora capitata",4,364,18
"332","MCAP-A1","948",0.00293649350649347,"MCAP-A1-948","Montipora capitata",4,364,18
"333","MCAP-A2","0",-0.00373178730609785,"MCAP-A2-0","Montipora capitata",2,348,28
"334","MCAP-A2","1048",0.00908186400293245,"MCAP-A2-1048","Montipora capitata",2,348,28
"335","MCAP-A2","1192",0.00823373748609547,"MCAP-A2-1192","Montipora capitata",2,348,28
"336","MCAP-A2","121",0.00106592775041055,"MCAP-A2-121","Montipora capitata",2,348,28
"337","MCAP-A2","1378",0.00738392857142837,"MCAP-A2-1378","Montipora capitata",2,348,28
"338","MCAP-A2","315",0.00686263157894725,"MCAP-A2-315","Montipora capitata",2,348,28
"339","MCAP-A2","34",-0.00287170868347338,"MCAP-A2-34","Montipora capitata",2,348,28
"340","MCAP-A2","492",0.00960424901185784,"MCAP-A2-492","Montipora capitata",2,348,28
"341","MCAP-A2","638",0.00963293103448263,"MCAP-A2-638","Montipora capitata",2,348,28
"342","MCAP-A2","948",0.00962935139573064,"MCAP-A2-948","Montipora capitata",2,348,28
"343","MCAP-A3","0",-0.0119136466165412,"MCAP-A3-0","Montipora capitata",6,362,40
"344","MCAP-A3","1048",-0.00252840909090915,"MCAP-A3-1048","Montipora capitata",6,362,40
"345","MCAP-A3","1192",-0.00401801242235996,"MCAP-A3-1192","Montipora capitata",6,362,40
"346","MCAP-A3","121",-0.00175896153846164,"MCAP-A3-121","Montipora capitata",6,362,40
"347","MCAP-A3","1378",-0.00424661764705877,"MCAP-A3-1378","Montipora capitata",6,362,40
"348","MCAP-A3","315",-0.00421526315789465,"MCAP-A3-315","Montipora capitata",6,362,40
"349","MCAP-A3","34",-0.0116304511278197,"MCAP-A3-34","Montipora capitata",6,362,40
"350","MCAP-A3","492",-0.00267142857142879,"MCAP-A3-492","Montipora capitata",6,362,40
"351","MCAP-A3","638",-0.00251583577712597,"MCAP-A3-638","Montipora capitata",6,362,40
"352","MCAP-A3","948",-0.00243954887218035,"MCAP-A3-948","Montipora capitata",6,362,40
"353","MCAP-A4","0",-0.00800607142857105,"MCAP-A4-0","Montipora capitata",7,369,32
